Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
LAWYER,78822,4.86469E+18,Apr-28,5689,1
ENGINEER,90987,6.01152E+15,Feb-34,143,0
ENGINEER,46344,2.26601E+15,Dec-31,8586,0
LAWYER,32178,4.34435E+12,Jun-29,679,0
LAWYER,7792,1.80041E+14,Dec-24,813,0
DOCTOR,99754,4.86491E+12,Sep-34,524,1
ENGINEER,99612,3.5934E+15,Jul-34,555,0
LAWYER,45267,1.8008E+14,Mar-27,853,1
DOCTOR,15170,4.32752E+12,Apr-31,928,0
ENGINEER,51970,3.40815E+14,Oct-31,789,0
DOCTOR,32644,3.77268E+14,Jun-25,357,0
DOCTOR,99858,6.75999E+11,Sep-27,245,0
ENGINEER,19105,4.91283E+15,Mar-25,228,0
ENGINEER,5220,4.0876E+18,Dec-28,260,1
DOCTOR,2533,5.37766E+15,Aug-30,175,0
ENGINEER,91057,3.44697E+14,Nov-24,772,1
LAWYER,17671,4.75859E+15,Feb-31,455,0
ENGINEER,6356,3.75626E+14,Aug-27,465,0
ENGINEER,84128,5.14116E+15,Apr-33,421,0
LAWYER,84601,4.78568E+15,Jan-34,731,0
LAWYER,45306,4.87542E+12,Jul-27,815,1
LAWYER,32538,4.62385E+12,Jul-30,250,1
DOCTOR,63941,4.53737E+15,Apr-26,996,1
ENGINEER,10522,2.41464E+15,Apr-26,630,1
ENGINEER,45508,4.04566E+15,Dec-32,26,1
ENGINEER,31232,5.80634E+11,Oct-32,463,1
LAWYER,82564,3.56456E+15,Feb-32,251,1
ENGINEER,37343,3.59344E+15,Sep-32,9953,0
DOCTOR,96305,4.07458E+15,Aug-30,735,0
DOCTOR,18797,3.73211E+14,Feb-25,175,1
LAWYER,19154,4.20063E+18,Mar-34,583,1
DOCTOR,94167,2.13161E+14,Jan-29,249,0
LAWYER,88642,3.57569E+15,Jun-30,875,0
LAWYER,15114,4.02683E+15,Aug-33,676,0
ENGINEER,30921,6.01138E+15,Mar-26,472,0
LAWYER,63051,3.00345E+13,May-25,142,1
ENGINEER,84417,4.4269E+12,Aug-26,914,1
ENGINEER,4372,6.01129E+15,Jun-28,379,0
DOCTOR,25339,1.80097E+14,Jun-34,416,0
ENGINEER,69683,4.33707E+15,Apr-31,519,1
ENGINEER,71638,2.29993E+15,Aug-25,9,0
ENGINEER,90147,3.56838E+15,May-31,609,1
DOCTOR,54825,3.48644E+14,Feb-33,104,0
ENGINEER,80411,3.50407E+15,Feb-30,458,0
LAWYER,51741,3.55123E+15,Dec-25,101,0
DOCTOR,44947,5.0189E+11,Nov-34,101,0
ENGINEER,66864,3.02978E+13,Feb-28,395,0
ENGINEER,39775,4.65749E+15,Sep-28,498,0
LAWYER,82103,6.76114E+11,Jan-29,324,1
LAWYER,48099,2.2275E+15,Jun-31,815,0
ENGINEER,68598,4.1917E+15,Dec-27,683,1
DOCTOR,20342,4.27774E+18,Jan-30,8085,1
LAWYER,63891,4.18643E+18,Dec-25,431,1
LAWYER,50472,3.72918E+14,Sep-31,49,1
LAWYER,60794,3.77514E+14,Oct-26,644,0
LAWYER,80444,4.51315E+12,May-28,562,0
ENGINEER,3813,2.13159E+14,Jan-31,861,1
DOCTOR,99145,3.58632E+15,Oct-29,334,0
ENGINEER,58239,4.51432E+15,Jul-33,698,0
ENGINEER,55755,2.23893E+15,Jul-31,29,1
DOCTOR,5534,3.5118E+15,Nov-31,23,0
LAWYER,27485,1.80083E+14,Apr-34,759,0
DOCTOR,58945,3.7171E+14,Apr-31,227,1
DOCTOR,32830,6.7633E+11,Jan-28,529,0
LAWYER,80845,6.75976E+11,Jul-25,46,1
LAWYER,94295,3.52424E+15,Jan-27,467,1
ENGINEER,67860,3.72278E+14,Oct-28,224,0
DOCTOR,21913,2.28376E+15,Jun-31,326,0
ENGINEER,83408,4.99053E+15,Mar-34,459,0
ENGINEER,11230,6.5485E+15,Oct-28,41,0
LAWYER,91075,6.01154E+15,Sep-32,485,0
LAWYER,93577,2.69681E+15,Aug-31,984,1
ENGINEER,45339,4.80061E+12,Jul-33,936,0
ENGINEER,20666,4.62474E+18,Sep-31,305,0
ENGINEER,47367,6.01164E+15,Sep-29,888,1
ENGINEER,1224,4.42867E+15,Sep-26,913,1
DOCTOR,93355,3.55154E+15,Jun-25,522,1
ENGINEER,46886,3.51346E+15,Aug-32,4548,1
ENGINEER,22690,3.73491E+14,Sep-31,935,0
DOCTOR,20555,4.95203E+15,Jun-33,434,0
DOCTOR,7406,3.56616E+15,Dec-30,869,0
DOCTOR,22250,4.13958E+12,Feb-25,598,0
ENGINEER,2620,6.01109E+15,Aug-32,722,1
ENGINEER,44480,4.10297E+15,Dec-29,396,0
DOCTOR,37278,5.03859E+11,Dec-31,5879,1
ENGINEER,60808,1.80021E+14,Jul-30,669,0
ENGINEER,97339,4.38715E+15,May-25,102,1
ENGINEER,89040,4.48076E+18,Apr-25,614,0
DOCTOR,12794,3.49823E+14,Oct-29,756,1
DOCTOR,8482,3.72051E+14,Sep-33,279,0
DOCTOR,22829,3.79031E+14,May-33,747,0
LAWYER,72742,3.57592E+15,Dec-33,383,0
DOCTOR,40550,3.54834E+15,Jun-34,177,1
DOCTOR,10399,3.58738E+15,Sep-30,8917,0
LAWYER,43861,4.49589E+18,Mar-26,614,1
DOCTOR,46525,6.01156E+15,Aug-33,657,0
LAWYER,70049,6.01155E+15,Nov-26,551,1
LAWYER,47244,2.13194E+14,Dec-28,449,1
ENGINEER,31110,4.71741E+18,Jun-34,327,0
ENGINEER,27080,4.84551E+15,Sep-30,117,0
DOCTOR,52852,6.30417E+11,Sep-27,901,1
LAWYER,81042,4.86987E+18,Sep-33,108,0
LAWYER,33269,5.02032E+11,Jun-26,701,0
LAWYER,52926,4.16953E+15,Mar-33,493,1
LAWYER,46789,4.42618E+12,Aug-28,41,0
LAWYER,20813,1.80064E+14,Apr-30,4622,1
ENGINEER,51621,4.60533E+12,Sep-27,58,0
LAWYER,87267,3.5348E+15,Aug-30,742,1
DOCTOR,1171,6.59899E+15,May-30,475,0
LAWYER,33443,3.05092E+13,Dec-29,714,0
LAWYER,78390,2.34894E+15,Dec-27,592,0
ENGINEER,91214,4.90165E+15,May-30,4399,0
ENGINEER,95211,2.13152E+14,Sep-32,928,1
DOCTOR,24951,4.16773E+18,Jul-27,596,0
ENGINEER,61767,3.69505E+13,Aug-33,676,0
LAWYER,2913,5.01836E+11,May-34,66,1
ENGINEER,56509,3.59762E+15,Oct-30,212,0
ENGINEER,8905,2.13169E+14,Jun-27,643,0
DOCTOR,20245,4.77318E+12,Jan-31,978,1
ENGINEER,30055,2.1312E+14,Dec-31,8346,0
LAWYER,64501,6.01106E+15,Apr-33,957,1
LAWYER,31552,4.72385E+15,Aug-26,646,0
DOCTOR,94552,3.7015E+14,Jan-27,226,1
ENGINEER,69753,3.04414E+13,Nov-34,506,0
DOCTOR,71724,1.80022E+14,Sep-34,638,1
ENGINEER,17203,4.55511E+15,May-31,789,1
LAWYER,31885,4.90229E+15,May-34,386,1
ENGINEER,4297,3.58247E+15,May-29,107,0
DOCTOR,91653,4.47714E+15,Dec-24,398,1
LAWYER,20682,3.456E+14,Apr-25,923,0
LAWYER,98993,3.55115E+15,Jul-25,972,0
ENGINEER,7288,6.55448E+15,Oct-28,835,1
LAWYER,21941,4.71101E+18,Aug-32,540,1
DOCTOR,63611,4.42896E+15,Jun-28,1922,1
ENGINEER,18903,3.41125E+14,Aug-32,968,0
ENGINEER,37152,2.1316E+14,Nov-33,529,0
DOCTOR,96209,4.05848E+15,Oct-33,718,1
LAWYER,62346,4.48979E+15,Jan-29,633,1
LAWYER,97303,3.58828E+15,Mar-30,320,1
LAWYER,68850,4.52291E+15,Apr-34,445,1
DOCTOR,43754,6.01149E+15,Mar-28,834,1
DOCTOR,39140,6.55541E+15,Mar-25,183,1
DOCTOR,73332,5.42991E+15,Aug-29,82,0
ENGINEER,8118,3.56296E+15,Mar-30,813,1
LAWYER,42393,2.13175E+14,Apr-26,75,0
DOCTOR,29404,6.55605E+15,Oct-27,813,1
ENGINEER,43019,2.50391E+15,Aug-27,166,0
ENGINEER,16234,4.41473E+18,Jul-27,731,0
ENGINEER,2947,5.49846E+15,Nov-24,738,1
LAWYER,88099,2.13164E+14,Nov-30,557,1
ENGINEER,99417,4.23019E+12,Jan-26,610,0
ENGINEER,5552,3.75114E+14,Jul-25,884,0
ENGINEER,43028,5.76528E+11,Jan-28,2046,1
LAWYER,26560,2.13199E+14,Apr-31,601,0
ENGINEER,23051,4.07305E+15,May-31,651,0
ENGINEER,67033,5.28242E+15,Nov-29,10,1
ENGINEER,529,4.88135E+15,Nov-31,3501,0
LAWYER,38692,4.59734E+15,Jun-29,784,1
LAWYER,655,4.66299E+12,Nov-28,300,0
LAWYER,15889,1.80057E+14,Nov-32,906,0
LAWYER,81832,2.29085E+15,Nov-32,314,0
LAWYER,81144,4.57657E+15,Dec-33,112,1
LAWYER,63076,4.82498E+15,Feb-32,920,0
LAWYER,51655,3.5859E+15,Apr-34,651,1
DOCTOR,51979,4.59344E+18,May-31,392,1
DOCTOR,19593,4.37112E+15,Jun-27,999,0
LAWYER,60407,4.46457E+15,Aug-29,804,1
DOCTOR,75983,4.35058E+12,Oct-27,592,1
DOCTOR,76661,2.27693E+15,May-31,566,0
ENGINEER,17637,4.21756E+15,Aug-34,337,0
ENGINEER,80924,3.01955E+13,Nov-31,574,1
DOCTOR,35057,3.59088E+15,Aug-31,4626,1
ENGINEER,72099,6.76283E+11,Mar-31,867,1
LAWYER,99912,3.59866E+15,Oct-29,355,1
DOCTOR,21892,6.56809E+15,Apr-26,218,1
DOCTOR,9181,3.53008E+15,Jun-32,77,0
ENGINEER,65140,5.36343E+15,Oct-28,241,0
ENGINEER,87405,2.33269E+15,Jun-26,338,0
ENGINEER,21451,6.56492E+15,May-29,50,1
DOCTOR,22673,3.54965E+15,Aug-32,295,1
LAWYER,26598,2.72007E+15,Jun-27,436,1
ENGINEER,85642,3.85547E+13,Nov-24,732,1
LAWYER,27215,4.57019E+12,Jul-32,541,0
LAWYER,78130,3.05086E+13,Jan-34,706,0
ENGINEER,47520,4.13732E+15,Dec-29,383,1
ENGINEER,78832,3.00843E+13,Jun-29,41,0
DOCTOR,99135,4.42706E+15,Apr-26,696,0
DOCTOR,11313,2.27109E+15,Apr-34,80,0
DOCTOR,4721,6.30429E+11,Apr-32,762,0
DOCTOR,76914,4.14072E+12,Dec-29,495,0
DOCTOR,542,4.32241E+15,Nov-32,32,1
LAWYER,28133,3.56922E+15,Jan-26,771,0
LAWYER,45545,6.39007E+11,Apr-34,247,0
LAWYER,66918,3.56547E+15,Jun-25,640,0
DOCTOR,77587,6.54926E+15,Sep-25,674,1
ENGINEER,45461,6.01165E+15,May-32,465,0
ENGINEER,55248,3.00381E+13,Jan-26,56,1
ENGINEER,87676,4.67549E+15,Feb-31,835,1
ENGINEER,59098,3.85509E+13,Jun-34,820,1
LAWYER,32046,3.55878E+15,Mar-34,22,0
LAWYER,28601,4.37869E+15,Oct-27,20,1
ENGINEER,57077,2.13172E+14,Dec-25,266,0
LAWYER,39441,1.80039E+14,Jul-25,222,0
ENGINEER,19423,3.03293E+13,Mar-28,982,0
LAWYER,62395,4.60097E+18,Mar-32,399,0
ENGINEER,9938,4.52256E+15,Sep-25,599,0
DOCTOR,54106,1.80091E+14,Jun-27,278,0
ENGINEER,84316,3.00346E+13,Apr-30,1,1
LAWYER,10899,4.13556E+15,Jan-26,1,1
LAWYER,6242,2.13171E+14,Dec-30,831,1
ENGINEER,33816,3.53894E+15,Dec-30,553,0
LAWYER,66963,3.54332E+15,May-25,607,1
LAWYER,18454,4.56013E+18,Dec-33,597,0
LAWYER,22703,3.00888E+13,Apr-31,785,0
DOCTOR,67105,4.74781E+15,Jun-32,678,1
DOCTOR,45459,6.5405E+15,Oct-27,139,1
ENGINEER,61157,3.78636E+14,Nov-26,369,0
LAWYER,13884,3.59697E+15,Aug-32,961,0
ENGINEER,39225,3.59246E+15,Feb-32,976,0
LAWYER,19416,4.44893E+18,Sep-25,764,0
ENGINEER,81744,4.40249E+18,Jan-27,722,0
ENGINEER,60813,4.05999E+12,Apr-26,817,0
DOCTOR,430,3.53772E+15,Dec-33,622,0
ENGINEER,36974,6.01184E+15,Nov-24,536,1
DOCTOR,84597,4.95467E+15,Jul-25,154,0
ENGINEER,77122,3.04433E+13,Jan-30,410,0
DOCTOR,15353,2.13196E+14,Jun-32,495,1
LAWYER,73332,4.31491E+15,Dec-25,771,0
ENGINEER,7117,3.50676E+15,May-26,659,0
ENGINEER,23090,3.47266E+14,Oct-32,505,0
LAWYER,26295,3.57433E+15,Jul-27,406,1
DOCTOR,28095,4.09045E+18,Jan-26,853,0
DOCTOR,97892,4.05038E+15,Mar-26,985,1
DOCTOR,5096,3.05464E+13,Jul-27,290,0
LAWYER,26097,4.05696E+15,Dec-30,179,0
DOCTOR,71170,4.13642E+15,Oct-25,635,0
ENGINEER,43777,4.66698E+12,Feb-30,235,1
DOCTOR,49134,5.02087E+11,Dec-25,306,1
DOCTOR,41132,2.28205E+15,Mar-34,761,0
LAWYER,88849,2.13146E+14,Oct-27,958,1
ENGINEER,88706,2.13107E+14,Mar-26,904,1
LAWYER,60800,5.57876E+15,Mar-34,180,0
ENGINEER,48560,4.78804E+15,Jul-29,417,1
LAWYER,80525,1.80046E+14,Mar-30,132,1
LAWYER,97483,60418392563,Jul-31,898,0
LAWYER,27227,3.46157E+14,Nov-29,283,1
DOCTOR,61535,1.80071E+14,Jun-28,231,0
DOCTOR,67764,3.53433E+15,Aug-30,291,1
LAWYER,14996,6.01141E+15,Oct-34,677,0
DOCTOR,90176,6.7596E+11,Sep-26,267,1
ENGINEER,32911,4.04756E+15,Aug-26,506,0
DOCTOR,10813,3.55279E+15,Apr-29,844,1
DOCTOR,21212,3.42116E+14,Apr-32,278,0
LAWYER,56189,3.53915E+15,Aug-27,884,1
ENGINEER,49125,3.58727E+15,Jul-34,900,0
LAWYER,94978,4.93583E+15,May-31,557,0
LAWYER,44192,3.56764E+15,Jan-32,233,1
DOCTOR,99575,3.52853E+15,Jul-31,674,1
DOCTOR,47978,4.68105E+12,Feb-27,9,0
LAWYER,86389,4.51077E+15,Feb-32,821,1
ENGINEER,93218,4.18064E+18,Sep-25,353,1
LAWYER,34127,2.23992E+15,Dec-30,213,0
LAWYER,6790,4.73766E+12,Jul-30,538,0
ENGINEER,44697,3.70297E+14,Jan-28,3429,0
LAWYER,56816,3.56778E+15,Jun-28,66,0
LAWYER,66352,5.01896E+11,Nov-24,926,1
ENGINEER,17611,6.0111E+15,Jun-28,472,1
LAWYER,35127,3.00248E+13,Jul-26,887,1
DOCTOR,54484,1.80011E+14,Jun-26,487,0
DOCTOR,11839,3.54347E+15,Dec-30,900,1
DOCTOR,18807,3.70156E+14,Jul-31,476,1
ENGINEER,21669,6.76375E+11,Aug-25,920,0
DOCTOR,28319,3.04421E+13,Jun-32,507,0
LAWYER,2298,6.51665E+15,Sep-27,36,1
DOCTOR,54469,4.01842E+15,Aug-27,412,1
DOCTOR,80369,5.75479E+11,May-31,34,0
ENGINEER,17969,4.57487E+15,Sep-26,798,1
LAWYER,51849,3.87133E+13,Jul-26,111,0
ENGINEER,81113,3.55349E+15,Jul-34,0,1
DOCTOR,84813,2.71294E+15,Aug-28,988,0
LAWYER,74410,4.2438E+15,Aug-32,685,1
DOCTOR,12258,1.80011E+14,Apr-25,341,1
DOCTOR,89401,2.22652E+15,May-29,752,0
LAWYER,51968,3.57739E+15,Aug-32,2570,0
LAWYER,42574,4.78618E+18,Dec-31,589,0
ENGINEER,89658,2.2436E+15,Oct-29,592,1
ENGINEER,67128,3.02344E+13,Jun-28,232,0
LAWYER,15217,2.57153E+15,Oct-33,72,0
LAWYER,86849,4.22879E+15,Mar-29,768,1
LAWYER,89841,4.67373E+15,Feb-30,405,0
DOCTOR,33245,6.50262E+15,Jan-29,253,1
DOCTOR,72914,3.5632E+15,Nov-32,107,1
DOCTOR,55129,5.03879E+11,Sep-26,8222,1
LAWYER,47640,4.18967E+12,Apr-34,640,0
DOCTOR,78052,3.83336E+13,Jul-33,159,0
DOCTOR,68304,3.72964E+14,Nov-33,313,0
ENGINEER,16128,60428567121,Sep-27,894,0
LAWYER,86800,3.51875E+15,Jul-27,472,0
DOCTOR,11422,2.28288E+15,Dec-25,200,0
LAWYER,77287,3.53685E+15,Jan-31,55,1
LAWYER,72105,6.76389E+11,Apr-32,568,1
ENGINEER,2071,1.80033E+14,Oct-28,413,1
LAWYER,12649,2.28111E+15,Aug-29,108,0
DOCTOR,98337,4.17302E+15,Feb-26,320,1
ENGINEER,60327,3.04295E+13,Sep-31,242,0
LAWYER,55446,3.59936E+15,Mar-33,42,1
ENGINEER,80558,1.8005E+14,Jun-31,827,1
ENGINEER,11681,6.30475E+11,Jan-29,37,1
ENGINEER,48873,1.80099E+14,Aug-29,345,1
ENGINEER,58314,3.55937E+15,Aug-29,749,0
DOCTOR,44405,3.55789E+15,Sep-28,212,1
DOCTOR,98134,5.80824E+11,Dec-24,65,0
ENGINEER,44360,6.39052E+11,Dec-32,41,0
LAWYER,23938,4.02016E+15,Dec-27,378,0
DOCTOR,62757,4.13511E+15,Apr-32,469,1
LAWYER,13383,6.01179E+15,Jul-31,260,0
DOCTOR,6007,3.72619E+14,Aug-33,496,1
LAWYER,39270,4.87297E+18,Mar-31,650,0
DOCTOR,92196,2.13181E+14,Apr-34,857,0
LAWYER,82859,6.57893E+15,Feb-25,450,0
ENGINEER,4406,1.80075E+14,Sep-25,432,0
DOCTOR,31449,4.6373E+12,Nov-25,462,0
DOCTOR,82186,2.71604E+15,Feb-33,272,1
LAWYER,82160,6.0111E+15,Jan-25,202,1
LAWYER,65977,6.54428E+15,Mar-27,660,1
DOCTOR,5166,1.80001E+14,Dec-31,1974,0
ENGINEER,35572,3.77795E+14,Aug-30,751,0
LAWYER,25345,2.13154E+14,Jan-25,856,0
ENGINEER,29387,2.13136E+14,May-31,742,1
DOCTOR,84235,1.80089E+14,Mar-27,146,0
DOCTOR,52094,3.5486E+15,Sep-33,605,1
DOCTOR,78018,4.0512E+15,Feb-30,382,1
LAWYER,49621,4.49689E+12,Feb-32,418,0
DOCTOR,90832,5.6149E+11,Nov-31,702,0
DOCTOR,60947,3.71944E+14,Oct-25,767,1
LAWYER,3445,3.56875E+15,May-33,988,0
DOCTOR,56516,4.58853E+18,Oct-30,767,0
DOCTOR,48867,4.71378E+15,Jul-25,564,0
LAWYER,70037,4.48045E+15,May-29,600,0
LAWYER,49059,6.57072E+15,Jul-30,949,1
ENGINEER,36318,60452344009,Dec-32,717,1
LAWYER,31683,3.73907E+14,Oct-25,669,1
LAWYER,79121,3.77816E+14,Jun-30,298,0
ENGINEER,83911,4.84789E+15,Dec-29,851,1
ENGINEER,227,3.58014E+15,Aug-32,34,1
ENGINEER,51096,3.53154E+15,Sep-27,9289,0
DOCTOR,44835,2.70179E+15,Nov-29,171,0
ENGINEER,66240,3.77772E+14,Nov-26,32,0
DOCTOR,68818,2.13114E+14,Mar-25,707,1
DOCTOR,51089,1.80027E+14,Jul-28,314,0
LAWYER,90635,4.33027E+15,Mar-32,147,1
DOCTOR,34222,4.79887E+12,Sep-33,582,1
DOCTOR,94277,2.1319E+14,Apr-29,119,0
ENGINEER,35156,6.01103E+15,Feb-30,819,1
ENGINEER,38856,4.04932E+15,Dec-32,8359,1
ENGINEER,39488,6.75975E+11,Jul-28,921,0
LAWYER,6846,2.131E+14,Jul-29,306,0
LAWYER,48170,3.60554E+13,Jun-31,367,0
ENGINEER,51690,4.24661E+15,Jan-34,159,1
DOCTOR,32589,1.801E+14,Apr-33,738,0
LAWYER,24142,3.51079E+15,Feb-29,244,0
ENGINEER,71645,2.131E+14,Nov-33,653,0
LAWYER,77312,3.77655E+14,Oct-26,963,1
LAWYER,89345,3.55706E+15,Mar-25,631,0
LAWYER,76159,4.5796E+15,Mar-26,690,1
DOCTOR,24813,4.2378E+15,Jul-33,680,1
LAWYER,61764,4.46688E+12,Jan-32,249,0
ENGINEER,48701,3.55787E+15,Dec-28,373,1
DOCTOR,37631,4.85474E+12,Apr-29,668,1
ENGINEER,1,2.46299E+15,Nov-31,733,1
LAWYER,87416,1.80005E+14,Jul-28,504,1
LAWYER,50302,3.59458E+15,Sep-28,790,0
ENGINEER,94419,3.41343E+14,Dec-28,335,1
DOCTOR,36588,6.01182E+15,Aug-32,143,1
DOCTOR,34373,6.50133E+15,Apr-27,91,1
LAWYER,32423,6.76132E+11,Aug-30,200,0
ENGINEER,87859,4.49108E+12,Jul-28,626,0
LAWYER,85519,3.59855E+15,Nov-32,476,1
DOCTOR,35607,3.70429E+14,Sep-31,618,0
LAWYER,72019,4.74233E+15,Nov-30,421,0
DOCTOR,71798,3.56537E+15,Sep-33,882,0
DOCTOR,52867,2.13121E+14,Apr-29,580,0
DOCTOR,88694,3.02889E+13,Oct-34,847,1
DOCTOR,28434,3.53227E+15,Apr-28,131,0
LAWYER,94096,3.46064E+14,Jun-25,748,1
DOCTOR,41764,4.2021E+15,Aug-27,419,0
ENGINEER,61123,3.58464E+15,Oct-26,83,0
ENGINEER,89443,6.5825E+15,Jan-29,753,0
DOCTOR,69363,4.84669E+15,Mar-30,115,0
ENGINEER,56385,3.50669E+15,Sep-34,768,1
DOCTOR,8808,6.50263E+15,Jul-30,438,0
ENGINEER,34061,3.6215E+13,Dec-29,94,0
ENGINEER,26649,2.24344E+15,Nov-30,946,0
DOCTOR,13672,2.70448E+15,Jul-29,2791,0
ENGINEER,23181,3.02876E+13,Aug-25,64,1
ENGINEER,22577,3.03878E+13,Jul-34,919,0
LAWYER,70669,4.17539E+18,Oct-31,209,0
ENGINEER,28121,3.52062E+15,Oct-31,103,0
LAWYER,30067,4.29909E+12,Oct-29,221,1
LAWYER,92863,3.61681E+13,Jun-30,718,0
ENGINEER,55088,4.79642E+18,Sep-27,34,0
ENGINEER,92705,3.58574E+15,Dec-27,6908,1
LAWYER,92812,6.01108E+15,Apr-34,4487,1
ENGINEER,26733,4.61602E+18,Dec-26,535,1
ENGINEER,27810,3.55208E+15,Jun-32,218,1
ENGINEER,49415,6.56924E+15,Jun-30,491,0
LAWYER,23366,2.27923E+15,May-31,492,1
ENGINEER,69484,2.22606E+15,May-26,628,1
LAWYER,65346,4.92051E+15,May-26,970,0
ENGINEER,82361,3.01958E+13,Jan-33,899,0
ENGINEER,27544,2.13186E+14,Nov-26,809,0
LAWYER,17970,4.53487E+15,Jun-30,95,1
LAWYER,35976,3.03435E+13,Sep-28,552,0
LAWYER,6878,4.22721E+15,Nov-24,654,0
LAWYER,69418,5.02054E+11,Jun-29,563,1
LAWYER,15466,3.50188E+15,Jun-28,0,0
LAWYER,99116,4.5319E+12,Sep-25,131,0
DOCTOR,49388,4.5021E+18,Jul-27,49,0
DOCTOR,61988,2.70461E+15,Mar-30,381,1
DOCTOR,70024,4.78073E+18,Oct-30,822,1
ENGINEER,60627,4.35545E+15,Mar-25,31,0
LAWYER,64189,3.70992E+14,Oct-25,3441,1
DOCTOR,11296,3.04951E+13,Jan-32,471,1
ENGINEER,5548,3.51597E+15,Feb-33,244,1
LAWYER,45182,4.94052E+15,Nov-32,259,1
ENGINEER,7974,1.80057E+14,May-29,839,1
ENGINEER,86206,4.02306E+15,Nov-31,68,0
LAWYER,45186,6.50765E+15,Feb-25,587,0
DOCTOR,61386,4.79251E+18,Dec-29,82,1
ENGINEER,31799,1.80082E+14,Apr-27,684,1
DOCTOR,35732,4.32101E+12,Oct-30,578,1
ENGINEER,44369,2.13162E+14,Jul-28,265,1
ENGINEER,838,4.1807E+18,May-32,413,0
ENGINEER,62784,5.73747E+11,Apr-25,183,1
DOCTOR,56163,2.24006E+15,Aug-28,500,1
LAWYER,30528,2.69149E+15,Aug-29,15,1
DOCTOR,84256,2.34666E+15,Jul-30,651,1
LAWYER,86814,4.12524E+12,Dec-32,833,1
LAWYER,95330,4.33E+18,Nov-29,602,0
ENGINEER,26327,4.64366E+15,Feb-27,258,0
ENGINEER,72025,4.85151E+18,Nov-28,583,0
LAWYER,2318,4.80429E+12,May-30,590,0
ENGINEER,33546,4.77535E+12,Apr-30,170,0
LAWYER,14383,3.58236E+15,Aug-26,243,0
ENGINEER,92049,3.56336E+15,Aug-30,2364,1
LAWYER,61105,4.78444E+15,Jul-31,766,0
ENGINEER,10245,3.04791E+13,Feb-33,432,1
LAWYER,19252,4.83995E+15,Dec-27,261,1
DOCTOR,34761,4.16486E+15,Jul-26,216,0
LAWYER,12283,4.56662E+15,Jun-25,610,0
DOCTOR,40553,4.42858E+18,Jul-25,328,1
ENGINEER,13459,5.01811E+11,Nov-28,911,0
ENGINEER,2015,3.51214E+15,Mar-32,102,1
DOCTOR,73097,4.10689E+15,Jun-28,476,1
DOCTOR,61112,4.74107E+18,Jan-27,809,1
ENGINEER,98230,2.13103E+14,Sep-34,276,1
DOCTOR,30153,6.76375E+11,Nov-27,170,1
LAWYER,8440,6.01196E+15,Sep-34,183,1
DOCTOR,10267,3.80342E+13,Nov-32,856,0
LAWYER,19210,4.83037E+15,Jul-32,160,0
LAWYER,26186,4.48974E+18,Jan-25,139,1
LAWYER,12306,3.01785E+13,Apr-26,852,1
LAWYER,67530,2.25997E+15,Sep-31,1127,0
ENGINEER,37188,5.33585E+15,Jul-26,738,0
DOCTOR,99065,3.58458E+15,Jan-33,897,1
ENGINEER,53940,3.51826E+15,Jun-29,356,1
DOCTOR,94209,4.51738E+15,Mar-27,820,1
LAWYER,9997,4.86746E+12,Apr-30,986,1
DOCTOR,73851,3.5651E+15,Oct-30,147,0
ENGINEER,64688,2.71923E+15,Jun-33,177,0
LAWYER,27292,4.66595E+18,Sep-25,750,1
ENGINEER,79349,3.54137E+15,Aug-30,4568,0
ENGINEER,83290,4.21834E+15,Jun-32,329,1
DOCTOR,11759,3.03581E+13,Jan-26,405,1
DOCTOR,60492,6.39041E+11,Oct-26,480,1
LAWYER,7172,2.71558E+15,Aug-26,364,0
DOCTOR,37994,3.74982E+14,Jun-33,438,0
DOCTOR,58193,4.54304E+18,Nov-28,87,1
DOCTOR,51094,6.01114E+15,Jan-28,892,1
LAWYER,26346,3.04566E+13,Jun-30,119,1
DOCTOR,40937,1.8004E+14,Oct-34,173,1
DOCTOR,58586,2.26246E+15,May-32,438,0
ENGINEER,16258,5.41413E+15,Dec-33,699,0
DOCTOR,63859,2.13122E+14,Jan-29,454,0
DOCTOR,1224,4.47647E+18,Apr-34,13,1
LAWYER,17782,3.41048E+14,Dec-33,993,1
ENGINEER,10814,3.47111E+14,Nov-24,122,0
ENGINEER,75954,6.7628E+11,Jan-28,11,0
DOCTOR,24035,3.58412E+15,Oct-31,366,1
DOCTOR,24132,3.4871E+14,Jan-31,14,1
DOCTOR,86204,3.48076E+14,Apr-29,825,1
DOCTOR,20439,6.53777E+15,Apr-31,132,0
DOCTOR,40590,3.5291E+15,Mar-25,114,1
ENGINEER,24041,2.13193E+14,Aug-32,672,1
LAWYER,57889,4.26708E+15,Jan-34,574,0
DOCTOR,67944,4.09524E+18,Jul-34,679,1
LAWYER,84709,2.40833E+15,Dec-33,736,1
ENGINEER,18454,4.44376E+15,Aug-31,122,1
DOCTOR,79052,3.52196E+15,Apr-34,76,1
DOCTOR,26255,4.40843E+15,Sep-29,170,1
DOCTOR,93304,4.72867E+12,May-34,943,0
DOCTOR,44276,4.24629E+12,Jun-31,845,1
ENGINEER,81953,4.53818E+15,May-28,985,1
DOCTOR,41083,4.6429E+18,Jan-33,426,0
DOCTOR,21174,2.52264E+15,Mar-30,365,1
ENGINEER,12672,1.801E+14,Jun-31,950,0
ENGINEER,50855,6.01138E+15,Feb-33,884,1
